0.15	0.043817174
0.25	0.043817174
0.35	0.041589182059615114
0.45	0.040103854128914575
0.55	0.05000604
0.65	0.058175343952437814
0.85	0.057680235
1.05	0.053966914815452946
1.15	0.054462024125686466
1.25	0.04678783
1.35	0.045302502
1.55	0.045054947
1.65	0.045054947
1.75	0.042579401
1.85	0.039856299
2.05	0.039856299
2.25	0.038370972
2.45	0.033419878
2.55	0.026240793442376203
2.75	0.023171115718928423
2.95	0.022378940822554802
3.05	0.019408285
3.25	0.014259148134725183
3.45	0.011238981342300752
3.55	0.00955561
3.75	0.006782998
3.95	0.004951093
4.05	0.004381717
4.15	0.00371332
4.35	0.003490521
4.45	0.003020167
4.55	0.00246812
4.65	0.002282454
4.85	0.002297307
4.95	0.002242845
5.05	0.00208441
5.15	0.001992815
5.35	0.001859135
5.45	0.00160663
5.55	0.001304613
5.65	0.001084289
5.85	0.000975365
5.95	0.000844161
6.05	0.000715433
6.15	0.000601558
6.35	0.00052234
6.45	0.000482732
6.55	0.000457976
6.65	0.000418367
6.85	0.000403514
6.95	0.000363905
7.05	0.000331723
7.15	0.000287163
7.35	0.000284688
7.45	0.00027231
7.55	0.000269835
7.65	0.000267359
7.85	0.000279737
7.95	0.000239385
8.05	0.000212897
8.15	0.000053224250850102684
